date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:27:31	36921/36921	---M--	200	added ('OK')	text/javascript	date:Sun,%2003%20Feb%202019%2009:27:12%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/js/js_azzad_4dGM42fQEyYHR3vcj2YOtCAPB_TASnsUhTr9Q.js	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/js/js_azzad_4dGM42fQEyYHR3vcj2YOtCAPB_TASnsUhTr9Q.js	(from http://188.95.36.104:8080/cwc/index.html)
14:27:31	52796/52796	---M--	200	added ('OK')	text/javascript	date:Fri,%2018%20Jan%202019%2011:08:08%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/js/js_VT3vUnCVUKAfTaLvCJvJUfa6X4C8WoRFF97eXZUoqHY.js	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/js/js_VT3vUnCVUKAfTaLvCJvJUfa6X4C8WoRFF97eXZUoqHY.js	(from http://188.95.36.104:8080/cwc/index.html)
14:27:32	2139/2139	---M--	200	added ('OK')	text/css	date:Mon,%2010%20Jun%202019%2011:32:09%20GMT	http://188.95.36.104:8080/cwc/staticResources/slick/slick.css	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/slick/slick.css	(from http://188.95.36.104:8080/cwc/index.html)
14:27:32	3904/3904	---M--	200	added ('OK')	text/javascript	date:Fri,%2018%20Jan%202019%2011:08:08%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/js/js_iiro2olv-RX3gC3Gs2RbWAN3fitln8gMi7wDaiQWkFg.js	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/js/js_iiro2olv-RX3gC3Gs2RbWAN3fitln8gMi7wDaiQWkFg.js	(from http://188.95.36.104:8080/cwc/index.html)
14:27:32	3351/3351	---M--	200	added ('OK')	text/css	date:Wed,%2005%20Jun%202019%2009:57:46%20GMT	http://188.95.36.104:8080/cwc/staticResources/slick/slick-theme.css	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/slick/slick-theme.css	(from http://188.95.36.104:8080/cwc/index.html)
14:27:33	309/309	---M--	200	added ('OK')	image/x-png	date:Mon,%2027%20May%202019%2004:33:34%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites//all/themes/upsc/images/facebook-icon.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/all/themes/upsc/images/facebook-icon.png	(from http://188.95.36.104:8080/cwc/index.html)
14:27:33	765/765	---M--	200	added ('OK')	image/x-png	date:Mon,%2027%20May%202019%2004:33:46%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites//all/themes/upsc/images/twiiter-icon.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/all/themes/upsc/images/twiiter-icon.png	(from http://188.95.36.104:8080/cwc/index.html)
14:27:35	35499/35499	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:29%20GMT	http://188.95.36.104:8080/cwc/index	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/index-2.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:38	70432/70432	---M--	200	added ('OK')	text/javascript	date:Fri,%2018%20Jan%202019%2010:10:00%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/js/js_Ca3Ot-b7abQho2aA0y8hjE9nRIflp51xFsRP1rWp9KI.js	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/js/js_Ca3Ot-b7abQho2aA0y8hjE9nRIflp51xFsRP1rWp9KI.js	(from http://188.95.36.104:8080/cwc/index.html)
14:27:38	23758/23758	---M--	200	added ('OK')	image/x-png	date:Thu,%2013%20Jun%202019%2006:52:25%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites//all/themes/upsc/images/emblem-dark.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/all/themes/upsc/images/emblem-dark.png	(from http://188.95.36.104:8080/cwc/index.html)
14:27:40	25603/25603	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:34%20GMT	http://188.95.36.104:8080/cwc/Administrative-Setup.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Administrative-Setup.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:41	9766/9766	---M--	200	added ('OK')	image/x-png	date:Thu,%2013%20Jun%202019%2009:39:47%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/6.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/6.png	(from http://188.95.36.104:8080/cwc/index.html)
14:27:43	27552/27552	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:36%20GMT	http://188.95.36.104:8080/cwc/Corporate-Mission.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Corporate-Mission.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:44	28286/28286	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:36%20GMT	http://188.95.36.104:8080/cwc/Board-of-Directors.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Board-of-Directors.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:46	30393/30393	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:39%20GMT	http://188.95.36.104:8080/cwc/Director-Messange.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Director-Messange.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:47	28919/28919	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:39%20GMT	http://188.95.36.104:8080/cwc/SWCs.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/SWCs.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:48	60526/60526	---M--	200	added ('OK')	image/x-png	date:Thu,%2013%20Jun%202019%2009:38:49%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/1.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/1.png	(from http://188.95.36.104:8080/cwc/index.html)
14:27:49	27347/27347	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:42%20GMT	http://188.95.36.104:8080/cwc/Storage.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Storage.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:51	27733/27733	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:44%20GMT	http://188.95.36.104:8080/cwc/ICD-CFS-Services.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/ICD-CFS-Services.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:52	27271/27271	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:44%20GMT	http://188.95.36.104:8080/cwc/Bonding-Facility.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Bonding-Facility.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:54	27008/27008	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:47%20GMT	http://188.95.36.104:8080/cwc/Air-Cargo-Complex.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Air-Cargo-Complex.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:54	27088/27088	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:47%20GMT	http://188.95.36.104:8080/cwc/Container-Train-Operations.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Container-Train-Operations.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:56	26908/26908	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:50%20GMT	http://188.95.36.104:8080/cwc/Integrated-Check-Post-Terminal.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Integrated-Check-Post-Terminal.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:58	41254/41254	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:50%20GMT	http://188.95.36.104:8080/cwc/Pest-Control-Services.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Pest-Control-Services.html	(from http://188.95.36.104:8080/cwc/index.html)
14:27:59	27299/27299	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:52%20GMT	http://188.95.36.104:8080/cwc/Farmers-Extension-Services.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Farmers-Extension-Services.html	(from http://188.95.36.104:8080/cwc/index.html)
14:28:02	30807/30807	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:54%20GMT	http://188.95.36.104:8080/cwc/Tariff-and-Rebate.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Tariff-and-Rebate.html	(from http://188.95.36.104:8080/cwc/index.html)
14:28:03	40162/40162	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:56%20GMT	http://188.95.36.104:8080/cwc/Vacant-Storage-Space.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Vacant-Storage-Space.html	(from http://188.95.36.104:8080/cwc/index.html)
14:28:05	26639/26639	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:57:58%20GMT	http://188.95.36.104:8080/cwc/Temperature-Controlled-Warehouses.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Temperature-Controlled-Warehouses.html	(from http://188.95.36.104:8080/cwc/index.html)
14:28:06	17368/17368	---M--	200	added ('OK')	image/x-png	date:Thu,%2013%20Jun%202019%2009:39:14%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/3.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/3.png	(from http://188.95.36.104:8080/cwc/index.html)
14:28:09	31502/31502	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:58:02%20GMT	http://188.95.36.104:8080/cwc/EmpCorner	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/EmpCorner.html	(from http://188.95.36.104:8080/cwc/index.html)
14:28:10	21222/21222	---M--	200	added ('OK')	image/x-png	date:Thu,%2013%20Jun%202019%2009:39:36%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/5.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/5.png	(from http://188.95.36.104:8080/cwc/index.html)
14:28:12	11046/11046	---M--	200	added ('OK')	image/x-png	date:Thu,%2013%20Jun%202019%2009:39:56%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/7.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/7.png	(from http://188.95.36.104:8080/cwc/index.html)
14:28:13	38150/38150	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:58:06%20GMT	http://188.95.36.104:8080/cwc/ContactUS	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/ContactUS.html	(from http://188.95.36.104:8080/cwc/index.html)
14:28:14	5435/5435	---M--	200	added ('OK')	image/x-png	date:Thu,%2013%20Jun%202019%2009:39:02%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/2.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/2.png	(from http://188.95.36.104:8080/cwc/index.html)
14:28:19	153689/153689	---M--	200	added ('OK')	image/x-png	date:Thu,%2013%20Jun%202019%2009:39:25%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/4.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/4.png	(from http://188.95.36.104:8080/cwc/index.html)
14:28:19	296398/296398	---M--	200	added ('OK')	text/javascript	date:Fri,%2018%20Jan%202019%2010:10:00%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/js/js_Kd4BsnIT6T8vj1yoTIfotvk_bIOeY4Ndbdvl8ytcvjs.js	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/js/js_Kd4BsnIT6T8vj1yoTIfotvk_bIOeY4Ndbdvl8ytcvjs.js	(from http://188.95.36.104:8080/cwc/index.html)
14:28:26	79292/79292	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:58:14%20GMT	http://188.95.36.104:8080/cwc/cwc_tenders	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/cwc_tenders.html	(from http://188.95.36.104:8080/cwc/index.html)
14:28:29	29717/29717	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:58:22%20GMT	http://188.95.36.104:8080/cwc/cwc_gallery	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/cwc_gallery.html	(from http://188.95.36.104:8080/cwc/index.html)
14:28:32	30477/30477	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:58:25%20GMT	http://188.95.36.104:8080/cwc/cwc_notices	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/cwc_notices.html	(from http://188.95.36.104:8080/cwc/index.html)
14:28:35	32193/32193	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:58:28%20GMT	http://188.95.36.104:8080/cwc/cwc_rti	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/cwc_rti.html	(from http://188.95.36.104:8080/cwc/index.html)
14:28:39	32118/32118	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:58:32%20GMT	http://188.95.36.104:8080/cwc/Rajbhasha	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Rajbhasha.html	(from http://188.95.36.104:8080/cwc/index.html)
14:28:42	29450/29450	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:58:35%20GMT	http://188.95.36.104:8080/cwc/Our-Offices	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Our-Offices.html	(from http://188.95.36.104:8080/cwc/index.html)
14:28:46	179339/179339	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202019%2008:41:56%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites//default/files/styles/slider/public/slider3.jpg	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/slider3.jpg	(from http://188.95.36.104:8080/cwc/index.html)
14:28:49	168074/168074	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202019%2008:41:56%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites//default/files/styles/slider/public/slider2.jpg	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/slider2.jpg	(from http://188.95.36.104:8080/cwc/index.html)
14:28:53	33427/33427	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:32:05%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/6.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/6.png	(from http://188.95.36.104:8080/cwc/index.html)
14:28:53	227539/227539	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202019%2008:41:56%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites//default/files/styles/slider/public/slider1.jpg	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/slider1.jpg	(from http://188.95.36.104:8080/cwc/index.html)
14:28:54	78070/78070	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Feb%202019%2013:03:26%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/all/themes/upsc/images/phoca_thumb_l_cwcmap_111218.jpg	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/all/themes/upsc/images/phoca_thumb_l_cwcmap_111218.jpg	(from http://188.95.36.104:8080/cwc/index.html)
14:28:59	37996/37996	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:34:04%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/8.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/8.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:03	52934/52934	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:35:24%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/10.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/10.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:03	89415/89415	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:33:18%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/7.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/7.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:04	31398/31398	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:38:43%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/11.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/11.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:05	75932/75932	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:34:41%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/9.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/9.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:12	39878/39878	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:43:42%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/15.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/15.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:13	60897/60897	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:41:34%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/12.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/12.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:16	78039/78039	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:42:39%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/13.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/13.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:18	86918/86918	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:43:16%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/14.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/14.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:21	52015/52015	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:29:31%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/2.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/2.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:28	38527/38527	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:31:37%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/5.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/5.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:28	107040/107040	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:28:58%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/1.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/1.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:31	75379/75379	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:30:40%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/4.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/4.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:34	39016/39016	---M--	200	added ('OK')	image/x-png	date:Tue,%2023%20Apr%202019%2013:47:28%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(1).png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(1).png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:34	124912/124912	---M--	200	added ('OK')	image/x-png	date:Mon,%2010%20Jun%202019%2010:30:06%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/3.png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/3.png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:38	23365/23365	---M--	200	added ('OK')	image/x-png	date:Tue,%2023%20Apr%202019%2013:47:00%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(4).png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(4).png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:38	29913/29913	---M--	200	added ('OK')	image/x-png	date:Tue,%2023%20Apr%202019%2013:47:08%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(3).png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(3).png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:41	95781/95781	---M--	200	added ('OK')	image/x-png	date:Tue,%2023%20Apr%202019%2013:47:18%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(2).png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(2).png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:43	27622/27622	---M--	200	added ('OK')	image/x-png	date:Tue,%2023%20Apr%202019%2013:46:42%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(6).png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(6).png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:45	87027/87027	---M--	200	added ('OK')	image/x-png	date:Tue,%2023%20Apr%202019%2013:46:52%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(5).png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(5).png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:46	67599/67599	---M--	200	added ('OK')	image/x-png	date:Tue,%2023%20Apr%202019%2013:46:34%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(7).png	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/styles/slider/public/clients/logo-(7).png	(from http://188.95.36.104:8080/cwc/index.html)
14:29:55	31466/31466	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:59:50%20GMT	http://188.95.36.104:8080/cwc/Regional-Offices.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Regional-Offices.html	(from http://188.95.36.104:8080/cwc/index.html)
14:29:57	29551/29551	---MC-	200	added ('OK')	text/html	date:Tue,%2020%20Aug%202019%2008:59:50%20GMT	http://188.95.36.104:8080/cwc/Construction-Cells.html	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/Construction-Cells.html	(from http://188.95.36.104:8080/cwc/index.html)
14:29:57	5573/5573	---M--	200	added ('OK')	text/javascript	date:Fri,%2018%20Jan%202019%2010:10:00%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/js/js_B2uv6dkjoYobfQVyuXdchgrpnnx4oM0TkP_bDVf8Qrg.js	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/js/js_B2uv6dkjoYobfQVyuXdchgrpnnx4oM0TkP_bDVf8Qrg.js	(from http://188.95.36.104:8080/cwc/index.html)
14:29:57	85589/85589	---M-Z	200	added ('OK')	application/javascript	etag:W/%2256901603-14e55%22	https://code.jquery.com/jquery-2.2.0.min.js	C:/My%20Web%20Sites/CWC/code.jquery.com/jquery-2.2.0.min.js	(from http://188.95.36.104:8080/cwc/index.html)
14:29:59	43881/43881	---M--	200	added ('OK')	text/javascript	date:Tue,%2017%20Apr%202018%2007:19:12%20GMT	http://188.95.36.104:8080/cwc/staticResources/slick/slick.min.js	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/slick/slick.min.js	(from http://188.95.36.104:8080/cwc/index.html)
14:30:02	165742/165742	---M--	200	added ('OK')	text/html	date:Fri,%2024%20May%202019%2013:27:10%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.html	(from http://188.95.36.104:8080/cwc/staticResources/sites/default/files/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
14:30:05	165742/165742	---M--	200	added ('OK')	text/html	date:Fri,%2024%20May%202019%2013:27:10%20GMT	http://188.95.36.104:8080/cwc/staticResources/sites/default/files/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/CWC/188.95.36.104_8080/cwc/staticResources/sites/default/files/fonts/font-awesome-4.7.0/fonts/fontawesome-webfontd41d.html	(from http://188.95.36.104:8080/cwc/staticResources/sites/default/files/fonts/font-awesome-4.7.0/css/font-awesome.min.css)
